0	4.19999999999999929e+01
1	4.20000000000000000e+01
2	4.20000000000000000e+01
3	4.20000000000000000e+01
4	4.20000000000000000e+01
5	4.20000000000000000e+01
6	4.20000000000000000e+01
7	4.20000000000000000e+01
8	4.20000000000000000e+01
9	4.20000000000000000e+01
10	4.20000000000000000e+01
11	4.20000000000000000e+01
12	4.20000000000000000e+01
13	4.20000000000000000e+01
14	4.20000000000000000e+01
15	4.20000000000000000e+01
16	4.20000000000000000e+01
17	4.20000000000000000e+01
18	4.20000000000000000e+01
19	4.20000000000000000e+01
20	4.20000000000000000e+01
21	4.20000000000000000e+01
22	4.20000000000000071e+01
23	4.20000000000000071e+01
24	4.20000000000000000e+01
25	4.20000000000000000e+01
26	4.20000000000000000e+01
27	4.20000000000000000e+01
28	4.20000000000000000e+01
29	4.20000000000000000e+01
30	4.20000000000000000e+01
31	4.20000000000000071e+01
32	4.20000000000000000e+01
33	4.20000000000000000e+01
34	4.20000000000000000e+01
35	4.20000000000000000e+01
36	4.20000000000000000e+01
37	4.20000000000000000e+01
38	4.20000000000000000e+01
39	4.20000000000000000e+01
40	4.20000000000000000e+01
41	4.20000000000000071e+01
42	4.20000000000000000e+01
43	4.20000000000000000e+01
44	4.20000000000000071e+01
45	4.20000000000000071e+01
46	4.20000000000000071e+01
47	4.20000000000000000e+01
48	4.19999999999999929e+01
49	4.20000000000000000e+01
50	4.19999999999999929e+01
51	4.20000000000000000e+01
52	4.20000000000000000e+01
53	4.20000000000000000e+01
54	4.19999999999999929e+01
55	4.20000000000000071e+01
56	4.20000000000000000e+01
57	4.20000000000000000e+01
58	4.20000000000000000e+01
59	4.20000000000000000e+01
60	4.19999999999999929e+01
61	4.20000000000000000e+01
62	4.20000000000000000e+01
63	4.20000000000000000e+01
64	4.20000000000000000e+01
65	4.20000000000000000e+01
66	4.20000000000000000e+01
67	4.20000000000000000e+01
68	4.20000000000000000e+01
69	4.20000000000000000e+01
70	4.20000000000000000e+01
71	4.20000000000000000e+01
72	4.20000000000000000e+01
73	4.20000000000000000e+01
74	4.19999999999999929e+01
75	4.19999999999999929e+01
76	4.20000000000000000e+01
77	4.20000000000000071e+01
78	4.20000000000000000e+01
79	4.20000000000000000e+01
80	4.20000000000000000e+01
81	4.20000000000000071e+01
82	4.20000000000000000e+01
83	4.20000000000000071e+01
84	4.20000000000000000e+01
85	4.20000000000000000e+01
86	4.20000000000000000e+01
87	4.20000000000000000e+01
88	4.20000000000000000e+01
89	4.20000000000000071e+01
90	4.20000000000000000e+01
91	4.19999999999999929e+01
92	4.20000000000000000e+01
93	4.20000000000000000e+01
94	4.20000000000000000e+01
95	4.20000000000000000e+01
96	4.20000000000000000e+01
97	4.20000000000000000e+01
98	4.20000000000000000e+01
99	4.20000000000000071e+01
